mesh_id,descriptor_name,tree_number,parent_tree_number,parent_id,parent_name
D014779,Virus Replication,G06.920.925,G06,D008827,Microbiological Phenomena
D015272,Pulmonary Medicine,H02.403.429.675,H02,D006281,Health Occupations
D009671,Nostrums,D26.593,D26,D004364,Pharmaceutical Preparations
D012134,Respiratory Protective Devices,E07.700.560.937,E07,D004864,Equipment and Supplies
D012134,Respiratory Protective Devices,J01.637.708.560.937,J01,D013676,"Technology, Industry, and Agriculture"
D012912,Sneezing,C23.888.852.889,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D012912,Sneezing,G09.772.832,G09,D002943,Circulatory and Respiratory Physiological Phenomena
D060666,Airway Extubation,E02.041.249,E02,D013812,Therapeutics
D060666,Airway Extubation,E05.008,E05,D008919,Investigative Techniques
D031822,Portulaca,B01.875.800.575.912.250.198.500.984.500,B01,D056890,Eukaryota
D019454,Chronotherapy,E02.168,E02,D013812,Therapeutics
D012142,Respiratory Tract Neoplasms,C04.588.894.797,C04,D009369,Neoplasms
D012142,Respiratory Tract Neoplasms,C08.785,C08,D012140,Respiratory Tract Diseases
D012131,Respiratory Insufficiency,C08.618.846,C08,D012140,Respiratory Tract Diseases
D049711,"History, Modern 1601-",K01.400.504,K01,D006809,Humanities
D006624,Hippocampus,A08.186.211.180.405,A08,D009420,Nervous System
D007536,Isomerism,G02.111.570.685,G02,D055598,Chemical Phenomena
D005502,Food,G07.203.300,G07,D010829,Physiological Phenomena
D005502,Food,J02.500,J02,D019602,Food and Beverages
D001419,Bacteria,B03,B03,D001419,Bacteria
D016135,Spinal Dysraphism,C10.500.680.800,C10,D009422,Nervous System Diseases
D016135,Spinal Dysraphism,C16.131.666.680.800,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D013116,Spinal Cord,A08.186.854,A08,D009420,Nervous System
D002540,Cerebral Cortex,A08.186.211.200.885.287.500,A08,D009420,Nervous System
D055162,Biocatalysis,G02.111.086,G02,D055598,Chemical Phenomena
D055162,Biocatalysis,G03.105,G03,D008660,Metabolism
D007155,Immunologic Factors,D27.505.696.477,D27,D020164,Chemical Actions and Uses
D055328,Neotyphodium,B01.300.107.501.775,B01,D056890,Eukaryota
D002525,Cerebellar Cortex,A08.186.211.132.810.428.200.212,A08,D009420,Nervous System
D007774,Lactation,G08.686.523,G08,D012101,Reproductive and Urinary Physiological Phenomena
D054259,Neural Tube,A16.630,A16,D004628,Embryonic Structures
D005628,Frozen Foods,G07.203.300.521.500,G07,D010829,Physiological Phenomena
D005628,Frozen Foods,J02.500.521.500,J02,D019602,Food and Beverages
D005516,Food Microbiology,H01.158.273.540.274.332,H01,D010811,Natural Science Disciplines
D005516,Food Microbiology,J01.576.423.850.730.500.249.300,J01,D013676,"Technology, Industry, and Agriculture"
D005516,Food Microbiology,N06.850.425.200,N06,D004778,Environment and Public Health
D000074385,Food Ingredients,D27.720.372,D27,D020164,Chemical Actions and Uses
D000074385,Food Ingredients,G07.203.300.514,G07,D010829,Physiological Phenomena
D000074385,Food Ingredients,J02.500.514,J02,D019602,Food and Beverages
D054258,Neural Plate,A16.629,A16,D004628,Embryonic Structures
D002490,Central Nervous System,A08.186,A08,D009420,Nervous System
D016548,Prosencephalon,A08.186.211.200,A08,D009420,Nervous System
D003337,Corpus Callosum,A08.186.211.200.885.800.750,A08,D009420,Nervous System
D011542,Pseudarthrosis,C26.404.468.627,C26,D014947,Wounds and Injuries
D054022,Cerebrum,A08.186.211.200.885.287,A08,D009420,Nervous System
D032402,Boehmeria,B01.875.800.575.912.250.859.937.937.077,B01,D056890,Eukaryota
D005504,Food Analysis,E05.362,E05,D008919,Investigative Techniques
D005504,Food Analysis,J01.576.423.850.100,J01,D013676,"Technology, Industry, and Agriculture"
D056568,Carnobacteriaceae,B03.353.750.130,B03,D001419,Bacteria
D055951,Functional Food,G07.203.300.572,G07,D010829,Physiological Phenomena
D055951,Functional Food,J02.500.572,J02,D019602,Food and Beverages
D017072,Neostriatum,A08.186.211.200.885.287.249.487.550,A08,D009420,Nervous System
D005506,Food Contamination,J01.576.423.850.730.500.249,J01,D013676,"Technology, Industry, and Agriculture"
D005506,Food Contamination,N06.850.460.400,N06,D004778,Environment and Public Health
D058836,Weissella,B03.353.750.475.900,B03,D001419,Bacteria
D009420,Nervous System,A08,A08,D009420,Nervous System
D000557,Ambystoma,B01.050.150.900.090.608.080.068,B01,D056890,Eukaryota
D019521,Body Patterning,G07.345.500.100,G07,D010829,Physiological Phenomena
D013687,Telencephalon,A08.186.211.200.885,A08,D009420,Nervous System
D000082942,Dehalococcoides,B03.275.575,B03,D001419,Bacteria
D001503,Ursidae,B01.050.150.900.649.313.750.250.761,B01,D056890,Eukaryota
D011323,Primates,B01.050.150.900.649.313.988,B01,D056890,Eukaryota
D020455,Trichechus,B01.050.150.900.649.313.250.750.750,B01,D056890,Eukaryota
D004289,Dolphins,B01.050.150.900.649.313.875.267,B01,D056890,Eukaryota
D010527,Perissodactyla,B01.050.150.900.649.313.984,B01,D056890,Eukaryota
D050696,Common Dolphins,B01.050.150.900.649.313.875.267.150,B01,D056890,Eukaryota
D001188,Artiodactyla,B01.050.150.900.649.313.500,B01,D056890,Eukaryota
D031211,Corylus,B01.875.800.575.912.250.859.750.200.875,B01,D056890,Eukaryota
D034621,Hares,B01.050.150.900.649.313.968.400,B01,D056890,Eukaryota
D013045,Species Specificity,G16.824,G16,D001686,Biological Phenomena
D056666,Mastodons,B01.050.150.900.649.313.250.500.525,B01,D056890,Eukaryota
D013198,Stapedius,A02.633.567.950,A02,D009141,Musculoskeletal System
D013198,Stapedius,A09.246.397.727,A09,D012679,Sense Organs
D047269,Strongylocentrotus,B01.050.500.408.578.800,B01,D056890,Eukaryota
D050033,Thyroid Dysgenesis,C16.131.894,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D050033,Thyroid Dysgenesis,C19.874.689,C19,D004700,Endocrine System Diseases
D008895,"Milk, Human",A12.200.467,A12,D005441,Fluids and Secretions
D008895,"Milk, Human",G07.203.100.700.500,G07,D010829,Physiological Phenomena
D008895,"Milk, Human",J02.200.700.500,J02,D019602,Food and Beverages
D014907,Whales,B01.050.150.900.649.313.875.865,B01,D056890,Eukaryota
D014644,Genetic Variation,G05.365,G05,D055614,Genetic Phenomena
D000489,Alligators and Crocodiles,B01.050.150.900.833.100,B01,D056890,Eukaryota
D054278,Embryonal Carcinoma Stem Cells,A11.251.860.590,A11,D002477,Cells
D029964,Fagus,B01.875.800.575.912.250.859.750.300.249,B01,D056890,Eukaryota
D063427,Food Quality,J01.576.423.850.730,J01,D013676,"Technology, Industry, and Agriculture"
D063427,Food Quality,N06.850.601,N06,D004778,Environment and Public Health
D001942,Breast Feeding,F01.145.407.199,F01,D001520,Behavior and Behavior Mechanisms
D001942,Breast Feeding,G07.203.650.195,G07,D010829,Physiological Phenomena
D008968,Molecular Conformation,G02.111.570.820,G02,D055598,Chemical Phenomena
D006041,Goats,B01.050.150.900.649.313.500.380.513,B01,D056890,Eukaryota
D017904,Mobiluncus,B03.510.024.049.050.525,B03,D001419,Bacteria
D014411,Neoplastic Stem Cells,A11.872.650,A11,D002477,Cells
D063405,Anatomic Variation,G07.049,G07,D010829,Physiological Phenomena
D063405,Anatomic Variation,G16.117.500,G16,D001686,Biological Phenomena
D012224,Rhinophyma,C17.800.716.500,C17,D017437,Skin and Connective Tissue Diseases
D020171,Botrytis,B01.300.381.128,B01,D056890,Eukaryota
D008819,"Mice, Nude",B01.050.150.900.649.313.992.635.505.500.550.500,B01,D056890,Eukaryota
D031584,Hibiscus,B01.875.800.575.912.250.859.821.500.288,B01,D056890,Eukaryota
D054335,Goniothalamus,B01.875.800.575.912.250.065.812,B01,D056890,Eukaryota
D000092164,Lagophthalmos,C11.300.750,C11,D005128,Eye Diseases
D007793,Lagomorpha,B01.050.150.900.649.313.968,B01,D056890,Eukaryota
D020589,Vitreoscilla,B03.440.400.840,B03,D001419,Bacteria
D005421,Flavoring Agents,D26.650.294,D26,D004364,Pharmaceutical Preparations
D005421,Flavoring Agents,D27.720.372.300.353,D27,D020164,Chemical Actions and Uses
D005421,Flavoring Agents,G07.203.300.514.500.400,G07,D010829,Physiological Phenomena
D005421,Flavoring Agents,J02.500.514.500.400,J02,D019602,Food and Beverages
D031178,Carthamus,B01.875.800.575.912.250.100.181,B01,D056890,Eukaryota
D005580,Fossils,I01.076.368.584.311,I01,D012942,Social Sciences
D031049,Eryngium,B01.875.800.575.912.250.075.294,B01,D056890,Eukaryota
D005489,Focal Dermal Hypoplasia,C05.116.099.370.380,C05,D009140,Musculoskeletal Diseases
D005489,Focal Dermal Hypoplasia,C16.131.077.350.424,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D005489,Focal Dermal Hypoplasia,C17.800.804.350.424,C17,D017437,Skin and Connective Tissue Diseases
D003104,Colobus,B01.050.150.900.649.313.988.400.112.199.150.150,B01,D056890,Eukaryota
D000068617,Genetic Background,G05.346,G05,D055614,Genetic Phenomena
D048330,Trichosurus,B01.050.150.900.649.573.587.800,B01,D056890,Eukaryota
D002433,Cefaclor,D02.065.589.099.249.200.155,D02,D009930,Organic Chemicals
D002433,Cefaclor,D03.633.100.300.249.200.155,D03,D006571,Heterocyclic Compounds
D048293,Didelphis,B01.050.150.900.649.573.575.150,B01,D056890,Eukaryota
D012451,Safrole,D02.455.426.559.389.012.500,D02,D009930,Organic Chemicals
D012451,Safrole,D03.383.246.118.750,D03,D006571,Heterocyclic Compounds
D005589,Foxes,B01.050.150.900.649.313.750.250.216.250,B01,D056890,Eukaryota
D016695,Glycosyltransferases,D08.811.913.400,D08,D045762,Enzymes and Coenzymes
D005512,Food Hypersensitivity,C20.543.480.370,C20,D007154,Immune System Diseases
D003138,Common Bile Duct Neoplasms,C04.588.274.120.250.250,C04,D009369,Neoplasms
D003138,Common Bile Duct Neoplasms,C06.130.120.120.280,C06,D004066,Digestive System Diseases
D001650,Bile Duct Neoplasms,C04.588.274.120.250,C04,D009369,Neoplasms
D001650,Bile Duct Neoplasms,C06.130.120.120,C06,D004066,Digestive System Diseases
D021441,"Carcinoma, Pancreatic Ductal",C04.557.470.200.025.232.750,C04,D009369,Neoplasms
D021441,"Carcinoma, Pancreatic Ductal",C06.301.761.750,C06,D004066,Digestive System Diseases
D021441,"Carcinoma, Pancreatic Ductal",C19.344.421.750,C19,D004700,Endocrine System Diseases
D004067,Digestive System Neoplasms,C04.588.274,C04,D009369,Neoplasms
D004067,Digestive System Neoplasms,C06.301,C06,D004066,Digestive System Diseases
D003397,Craniopharyngioma,C04.557.465.625.200,C04,D009369,Neoplasms
D002759,"Adenoma, Bile Duct",C04.557.470.035.085,C04,D009369,Neoplasms
D018395,CA-19-9 Antigen,D23.050.285.050.119,D23,D001685,Biological Factors
D018895,Microsatellite Repeats,G02.111.570.080.708.800.500,G02,D055598,Chemical Phenomena
D018895,Microsatellite Repeats,G05.360.080.708.800.500,G05,D055614,Genetic Phenomena
D013964,Thyroid Neoplasms,C04.588.322.894,C04,D009369,Neoplasms
D013964,Thyroid Neoplasms,C19.344.894,C19,D004700,Endocrine System Diseases
D007580,Jejunal Neoplasms,C04.588.274.476.411.523,C04,D009369,Neoplasms
D007580,Jejunal Neoplasms,C06.301.371.411.523,C06,D004066,Digestive System Diseases
D002291,"Carcinoma, Papillary",C04.557.470.200.360,C04,D009369,Neoplasms
D044584,"Carcinoma, Ductal",C04.557.470.200.025.232,C04,D009369,Neoplasms
D001063,Appendiceal Neoplasms,C04.588.274.476.411.184.290,C04,D009369,Neoplasms
D001063,Appendiceal Neoplasms,C06.301.371.411.184.290,C06,D004066,Digestive System Diseases
D004379,Duodenal Neoplasms,C04.588.274.476.411.445,C04,D009369,Neoplasms
D004379,Duodenal Neoplasms,C06.301.371.411.445,C06,D004066,Digestive System Diseases
D018223,Dermatofibrosarcoma,C04.557.450.565.590.350.320,C04,D009369,Neoplasms
D018281,Cholangiocarcinoma,C04.557.470.200.025.450,C04,D009369,Neoplasms
D001661,Biliary Tract Neoplasms,C04.588.274.120,C04,D009369,Neoplasms
D001661,Biliary Tract Neoplasms,C06.130.320,C06,D004066,Digestive System Diseases
D010190,Pancreatic Neoplasms,C04.588.274.761,C04,D009369,Neoplasms
D010190,Pancreatic Neoplasms,C06.301.761,C06,D004066,Digestive System Diseases
D010190,Pancreatic Neoplasms,C19.344.421,C19,D004700,Endocrine System Diseases
D005909,Glioblastoma,C04.557.465.625.600.380.080.335,C04,D009369,Neoplasms
D018308,"Papilloma, Inverted",C04.557.470.700.600.610,C04,D009369,Neoplasms
D018298,Mucoepidermoid Tumor,C04.557.470.590.580,C04,D009369,Neoplasms
D001932,Brain Neoplasms,C04.588.614.250.195,C04,D009369,Neoplasms
D001932,Brain Neoplasms,C10.228.140.211,C10,D009422,Nervous System Diseases
D000077273,"Thyroid Cancer, Papillary",C04.557.470.200.025.085.612,C04,D009369,Neoplasms
D000077273,"Thyroid Cancer, Papillary",C19.344.894.400,C19,D004700,Endocrine System Diseases
D013462,Sulfur Radioisotopes,D01.268.185.900.500.690,D01,D007287,Inorganic Chemicals
D002284,"Carcinoma, Brown-Pearce",C04.619.124,C04,D009369,Neoplasms
D000231,"Adenocarcinoma, Papillary",C04.557.470.200.025.085,C04,D009369,Neoplasms
D014471,Umbilical Veins,A07.015.908.670.874,A07,D002319,Cardiovascular System
D014471,Umbilical Veins,A16.378.693.807,A16,D004628,Embryonic Structures
D008467,Meckel Diverticulum,A03.556.124.684.249.612,A03,D004064,Digestive System
D008467,Meckel Diverticulum,C06.198.859,C06,D004066,Digestive System Diseases
D008467,Meckel Diverticulum,C16.131.314.556,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D008467,Meckel Diverticulum,C23.300.415.750,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D005350,Fibroma,C04.557.450.565.590.340,C04,D009369,Neoplasms
D009364,"Neoplasm Recurrence, Local",C04.697.655,C04,D009369,Neoplasms
D009364,"Neoplasm Recurrence, Local",C23.550.727.655,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D007636,Keratoacanthoma,C17.800.417,C17,D017437,Skin and Connective Tissue Diseases
D000235,Adenolymphoma,C04.557.435.075,C04,D009369,Neoplasms
D018316,Gliosarcoma,C04.557.465.625.600.380.400,C04,D009369,Neoplasms
D015174,Epidural Neoplasms,C04.588.614.250.803.342,C04,D009369,Neoplasms
D015174,Epidural Neoplasms,C10.228.854.765.342,C10,D009422,Nervous System Diseases
D018273,"Carcinoma, Islet Cell",C04.557.470.200.025.290,C04,D009369,Neoplasms
D018273,"Carcinoma, Islet Cell",C06.301.761.500,C06,D004066,Digestive System Diseases
D018273,"Carcinoma, Islet Cell",C19.344.421.500,C19,D004700,Endocrine System Diseases
D012150,"Polymorphism, Restriction Fragment Length",G05.365.795.595,G05,D055614,Genetic Phenomena
D018304,"Esthesioneuroblastoma, Olfactory",C04.557.465.625.600.590.650.550.150,C04,D009369,Neoplasms
D018304,"Esthesioneuroblastoma, Olfactory",C10.292.650.200,C10,D009422,Nervous System Diseases
D004806,Ependymoma,C04.557.465.625.600.380.290,C04,D009369,Neoplasms
D000008,Abdominal Neoplasms,C04.588.033,C04,D009369,Neoplasms
D005706,Gallbladder Neoplasms,C04.588.274.120.401,C04,D009369,Neoplasms
D005706,Gallbladder Neoplasms,C06.130.320.401,C06,D004066,Digestive System Diseases
D017391,Epikeratophakia,E02.095.147.725.225.225,E02,D013812,Therapeutics
D017391,Epikeratophakia,E04.540.825.374.225,E04,D013514,"Surgical Procedures, Operative"
D015266,"Carcinoma, Merkel Cell",C01.925.256.721.150,C01,D007239,Infections
D015266,"Carcinoma, Merkel Cell",C04.557.465.625.650.240.325,C04,D009369,Neoplasms
D002119,Calcium Carbonate,D01.146.275,D01,D007287,Inorganic Chemicals
D009669,Nose Neoplasms,C04.588.149.721.600,C04,D009369,Neoplasms
D009669,Nose Neoplasms,C05.116.231.754.600,C05,D009140,Musculoskeletal Diseases
D009669,Nose Neoplasms,C08.460.669,C08,D012140,Respiratory Tract Diseases
D009669,Nose Neoplasms,C09.603.669,C09,D010038,Otorhinolaryngologic Diseases
D018277,"Carcinoma, Mucoepidermoid",C04.557.470.200.025.340,C04,D009369,Neoplasms
D064749,Retrocaval Ureter,C12.050.351.875.811,C12,D000091642,Urogenital Diseases
D064749,Retrocaval Ureter,C16.131.939.915,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D018300,"Papilloma, Intraductal",C04.557.470.615.670,C04,D009369,Neoplasms
D001969,Bromobenzenes,D02.455.426.559.389.220,D02,D009930,Organic Chemicals
D006258,Head and Neck Neoplasms,C04.588.443,C04,D009369,Neoplasms
D005803,"Genes, Immunoglobulin",G05.360.340.024.340.335,G05,D055614,Genetic Phenomena
D005803,"Genes, Immunoglobulin",G12.500.299,G12,D055633,Immune System Phenomena
D018241,"Neuroectodermal Tumors, Primitive, Peripheral",C04.557.465.625.600.590.650,C04,D009369,Neoplasms
D000086282,Pannus,B03.280.622,B03,D001419,Bacteria
D000072637,Thyroid Epithelial Cells,A11.436.911,A11,D002477,Cells
D010157,Palatal Neoplasms,C04.588.149.721.450.692,C04,D009369,Neoplasms
D010157,Palatal Neoplasms,C05.116.231.754.450.692,C05,D009140,Musculoskeletal Diseases
D010157,Palatal Neoplasms,C07.320.515.692,C07,D009057,Stomatognathic Diseases
D015972,"Gene Expression Regulation, Neoplastic",G05.308.370,G05,D055614,Genetic Phenomena
D007642,Keratosis,C17.800.428,C17,D017437,Skin and Connective Tissue Diseases
D013274,Stomach Neoplasms,C04.588.274.476.767,C04,D009369,Neoplasms
D013274,Stomach Neoplasms,C06.301.371.767,C06,D004066,Digestive System Diseases
D001930,Brain Injuries,C10.228.140.199,C10,D009422,Nervous System Diseases
D001930,Brain Injuries,C26.915.300.200,C26,D014947,Wounds and Injuries
D005153,Facial Neoplasms,C04.588.443.392,C04,D009369,Neoplasms
D007078,Ileal Neoplasms,C04.588.274.476.411.501,C04,D009369,Neoplasms
D007078,Ileal Neoplasms,C06.301.371.411.501,C06,D004066,Digestive System Diseases
D003103,Coloboma,C11.250.110,C11,D005128,Eye Diseases
D003103,Coloboma,C16.131.384.282,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D049309,Acanthoma,C04.557.470.700.040,C04,D009369,Neoplasms
D012161,Retinal Artery,A07.015.114.765,A07,D002319,Cardiovascular System
D010212,Papilloma,C04.557.470.700.600,C04,D009369,Neoplasms
D010307,Parotid Neoplasms,C04.588.443.591.824.695,C04,D009369,Neoplasms
D010307,Parotid Neoplasms,C07.465.530.824.695,C07,D009057,Stomatognathic Diseases
D020288,"Papilloma, Choroid Plexus",C04.588.614.250.195.205.200.500,C04,D009369,Neoplasms
D020288,"Papilloma, Choroid Plexus",C10.228.140.211.280.300.500,C10,D009422,Nervous System Diseases
D018267,"Carcinoma, Acinar Cell",C04.557.470.200.025.215,C04,D009369,Neoplasms
D018294,"Neoplasms, Adnexal and Skin Appendage",C04.557.470.550,C04,D009369,Neoplasms
D014516,Ureteral Neoplasms,C04.588.945.947.940,C04,D009369,Neoplasms
D014516,Ureteral Neoplasms,C12.050.351.937.820.875,C12,D000091642,Urogenital Diseases
D002277,Carcinoma,C04.557.470.200,C04,D009369,Neoplasms
D005266,Femoral Neoplasms,C04.588.149.276,C04,D009369,Neoplasms
D005266,Femoral Neoplasms,C05.116.231.343,C05,D009140,Musculoskeletal Diseases
